Case Name,Case URL,Case Number,Last Updated,Enforcement Authority,Location,Sectors,Complaint Types,Topics,Dispositions
Assistant Commissioner recommends Bell Canada inform customers about Deep Packet Inspection - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2009/2009_010_rep_0813/,#2009-010,"September 3, 2009",OPC,Canada,Telecommunications,Collection,Advertising and marketing; Surveillance and monitoring,Well-founded
Bank over-collects client’s personal information for credit increase - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2013/pipeda-2013-009/,#2013-009,"December 19, 2013",OPC,Canada,Financial Institutions,Collection,N/A,Well-founded and resolved
Individual is denied a loan for not providing a Social Insurance Number - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-166/,#2003-166,"April 23, 2003",OPC,Canada,Financial Institutions,Collection,Social Insurance Number (SIN),Well-founded
Auto body shop implements privacy policy and undertakes changes to privacy practices - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2007/pipeda-2007-366/,#2007-366,"May 3, 2007",OPC,Canada,Services,Collection,Consent,Well-founded and resolved
Individual’s personal information fraudulently used by sales representative to issue him a new credit card - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2015/pipeda-2015-008/,#2015-008,"December 1, 2015",OPC,Canada,Financial Institutions,Use and Disclosure,Consent,Well-founded and resolved
Connected toy manufacturer improves safeguards to adequately protect children’s information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2018/pipeda-2018-001/,#2018-001,"January 8, 2018",OPC,Canada,Computer Electronics Products,Safeguards,Internet and online; Mobile devices and apps; Personal information transferred across borders; Privacy and kids; Privacy breaches,Well-founded and resolved
Bank accused of withholding information on former employee's dismissal - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-050/,#2002-50,"May 10, 2002",OPC,Canada,Financial Institutions,Access,Access to personal information,Resolved
A broadcaster accused of collecting personal information via Web site - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2001/pipeda-2001-025/,#2001-25,"November 20, 2001",OPC,Canada,Telecommunications,Collection,Internet and online,Resolved
An airport is accused of not having disclosed all the personal information requested by an employee and of not having retained other personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-216/,#2003-216,"August 1, 2003",OPC,Canada,Transportation,Access; Retention and Disposal,Access to personal information,Well-founded
Insurance adjuster denied an individual his right to access to his personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2008/pipeda-2008-397/,#2008-397,"June 8, 2009",OPC,Canada,Insurance,Access,Access to personal information,Well-founded
Summer camp's background check of new camper required consent - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2012/pipeda-2012-007/,#2012-007,"December 19, 2012",OPC,Canada,Insurance,Consent; Openness,Consent,Well-founded and conditionally resolved
Customer objects to bank's consent practices - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-250/,#2003-250,"December 12, 2003",OPC,Canada,Financial Institutions,Consent; Use and Disclosure,Consent,Well-founded
A bank required two specific pieces of identification as well as additional information in order to issue a bank card - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2004/pipeda-2004-259/,#2004-259,"January 27, 2004",OPC,Canada,Financial Institutions,Collection,N/A,Well-founded
Individual questions use of personal information by credit bureaus - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-171/,#2003-171,"April 25, 2003",OPC,Canada,Financial Institutions,Use and Disclosure,Consent,Not well-founded
Bank’s assumptions about consent to marketing challenged - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2005/pipeda-2005-323/,#2005-323,"May 12, 2006",OPC,Canada,Financial Institutions,Use and Disclosure,Consent,Well-founded
Individual complains of delayed response to credit history request and refusal to amend personal information - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-124/,#2003-124,"March 3, 2003",OPC,Canada,Financial Institutions,Access; Correction,Access to personal information,Well-founded
Company asks for customer's SIN as a matter of policy - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2001/pipeda-2001-022/,#2001-22,"November 5, 2001",OPC,Canada,Telecommunications,Collection,Social Insurance Number (SIN),Resolved
Roofing company takes measures to ensure sub-contractors follow its privacy policy - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2015/pipeda-2015-015/,#2015-015,"July 27, 2016",OPC,Canada,Sales,Use and Disclosure,Consent,Well-founded and resolved
Results of Commissioner Initiated Investigation into Bell’s Relevant Ads Program - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2015/pipeda-2015-001/,#2015-001,"April 13, 2015",OPC,Canada,Sales; Telecommunications,Accountability; Collection; Collection; Consent; Retention and Disposal; Use and Disclosure,Advertising and marketing; Mobile devices and apps; Surveillance and monitoring,Well-founded and resolved
Bank failed to inform customer of taped telephone call - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-086/,#2002-86,"October 22, 2002",OPC,Canada,Financial Institutions,Collection,Biometrics; Consent; Surveillance and monitoring,Well-founded
Bank accused of withholding bond certificates - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2001/pipeda-2001-013/,#2001-13,"September 18, 2001",OPC,Canada,Financial Institutions,Access,Access to personal information,Not well-founded
Bank customers required to declare citizenship - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2004/pipeda-2004-286/,#2004-286,"March 4, 2005",OPC,Canada,Financial Institutions,Collection,Access to personal information; Consent; Personal information transferred across borders,Not well-founded
Property management company alters its rental application form to make clear that Social Insurance Number is optional - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/ser/2013/er_001_130425/,#2013-01:,"June 13, 2016",OPC,Canada,Accommodations,Consent,Driver's licences; Social Insurance Number (SIN),Early resolved
Access to personal information request revised to accommodate both requestor and organization - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/ser/2016/er_01_160923/,#2016-01,"February 24, 2017",OPC,Canada,Construction,Access,Access to personal information,Early resolved
Fraud detection not an acceptable reason to collect driver’s licence numbers for store memberships - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2009/pipeda-2009-014/,#2009-014,"January 14, 2010",OPC,Canada,Sales,Access; Collection,Access to personal information; Driver's licences,Well-founded and resolved
Access to personal information held by insurance company facilitated through the early resolution process - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/ser/2017/er_02_170827/,#2017-002,"March 23, 2018",OPC,Canada,Insurance,Access,Access to personal information,Early resolved
Customer alleges company used his phone records to trace debtor - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2002/pipeda-2002-061/,#2002-61,"July 19, 2002",OPC,Canada,Telecommunications,Use and Disclosure,Consent,Well-founded
Bank erroneously e-mails employees' personal information to client - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2006/pipeda-2006-360/,#2006-360,"February 23, 2007",OPC,Canada,Financial Institutions,Use and Disclosure,Internet and online; Privacy at work; Privacy breaches,Well-founded and resolved
Couple dismayed at receiving unsealed envelope from bank - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2003/pipeda-2003-154/,#2003-154,"April 15, 2003",OPC,Canada,Financial Institutions,Safeguards,N/A,Well-founded
Telecommunications firm adopts additional accountability measures to ensure a consistent approach in handling access requests - Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca//en/opc-actions-and-decisions/investigations/investigations-into-businesses/2012/pipeda-2012-010/,#2012-010,"May 13, 2013",OPC,Canada,Telecommunications,Access,N/A,Well-founded and conditionally resolved
